Date/Time,Lat,Lon,Base
07-01-2014 00:03,40.7586,-73.9706,B02512
07-01-2014 00:05,40.7605,-73.9994,B02512
07-01-2014 00:06,40.732,-73.9999,B02512
07-01-2014 00:09,40.7635,-73.9793,B02512
07-01-2014 00:20,40.7204,-74.0047,B02512
07-01-2014 00:35,40.7487,-73.9869,B02512
07-01-2014 00:57,40.7444,-73.9961,B02512
07-01-2014 00:58,40.7132,-73.9492,B02512
07-01-2014 01:04,40.759,-73.973,B02512
07-01-2014 01:08,40.7601,-73.9823,B02512
07-01-2014 01:12,40.6951,-74.1784,B02512
07-01-2014 01:23,40.7203,-73.9992,B02512
07-01-2014 01:45,40.7575,-73.9721,B02512
07-01-2014 02:07,40.7471,-73.9872,B02512
07-01-2014 02:48,40.7808,-73.9565,B02512
07-01-2014 03:11,40.7624,-73.9786,B02512
07-01-2014 03:14,40.815,-73.9095,B02512
07-01-2014 03:20,40.7498,-73.9813,B02512
07-01-2014 03:28,40.7623,-73.9797,B02512
07-01-2014 03:38,40.7274,-73.9904,B02512
07-01-2014 03:41,40.9131,-73.8969,B02512
07-01-2014 03:53,40.8048,-73.957,B02512
07-01-2014 04:01,40.7861,-74.0088,B02512
07-01-2014 04:09,40.7203,-73.9928,B02512
07-01-2014 04:21,40.7679,-73.9918,B02512
07-01-2014 04:47,40.6879,-74.1816,B02512
07-01-2014 04:52,40.7608,-73.9988,B02512
07-01-2014 05:03,40.6879,-74.1815,B02512
07-01-2014 05:07,40.7134,-73.9928,B02512
07-01-2014 05:12,40.7758,-73.9837,B02512
07-01-2014 05:13,40.645,-73.7819,B02512
07-01-2014 05:22,40.7489,-73.9874,B02512
07-01-2014 05:26,40.7484,-73.9785,B02512
07-01-2014 05:36,40.7676,-73.9825,B02512
07-01-2014 05:39,40.7791,-73.9826,B02512
07-01-2014 05:41,40.7867,-73.9795,B02512
07-01-2014 05:49,40.7356,-74.003,B02512
07-01-2014 05:58,40.6459,-73.7767,B02512
07-01-2014 06:07,40.7664,-73.9782,B02512
07-01-2014 06:08,40.6451,-73.7826,B02512
07-01-2014 06:08,40.7758,-73.9899,B02512
07-01-2014 06:10,40.7742,-73.9632,B02512
07-01-2014 06:11,40.7731,-73.9665,B02512
07-01-2014 06:18,40.7745,-73.9796,B02512
07-01-2014 06:20,40.7402,-73.9882,B02512
07-01-2014 06:22,40.7443,-73.9918,B02512
07-01-2014 06:25,40.7607,-73.999,B02512
07-01-2014 06:25,40.7186,-73.9822,B02512
07-01-2014 06:28,40.7239,-74.0095,B02512
07-01-2014 06:30,40.8517,-74.0139,B02512
07-01-2014 06:30,40.7342,-74.0096,B02512
07-01-2014 06:33,40.7567,-73.9926,B02512
07-01-2014 06:33,40.7141,-74.0095,B02512
07-01-2014 06:39,40.7228,-73.9829,B02512
07-01-2014 06:39,40.6939,-73.9828,B02512
07-01-2014 06:40,40.7415,-73.9023,B02512
07-01-2014 06:42,40.7665,-73.9912,B02512
07-01-2014 06:45,40.7933,-73.9745,B02512
07-01-2014 06:50,40.7049,-74.0068,B02512
07-01-2014 06:51,40.6203,-73.9613,B02512
07-01-2014 06:51,40.7438,-74.0063,B02512
07-01-2014 06:53,40.7386,-73.9773,B02512
07-01-2014 06:54,40.7708,-73.8658,B02512
07-01-2014 06:54,40.724,-74.0108,B02512
07-01-2014 06:54,40.7328,-73.975,B02512
07-01-2014 06:56,40.7227,-74.0035,B02512
07-01-2014 06:56,40.7309,-74.0057,B02512
07-01-2014 06:57,40.6892,-74.179,B02512
07-01-2014 06:58,40.7769,-73.952,B02512
07-01-2014 06:58,40.7562,-73.9913,B02512
07-01-2014 06:59,40.7466,-73.9957,B02512
07-01-2014 07:05,40.7531,-74.0039,B02512
07-01-2014 07:06,40.766,-73.9593,B02512
07-01-2014 07:07,40.6864,-73.9876,B02512
07-01-2014 07:07,40.7287,-73.9946,B02512
07-01-2014 07:09,40.7222,-74.0028,B02512
07-01-2014 07:09,40.7484,-73.9768,B02512
07-01-2014 07:09,40.7484,-73.9768,B02512
07-01-2014 07:10,40.7591,-73.9959,B02512
07-01-2014 07:12,40.7395,-73.9952,B02512
07-01-2014 07:13,40.7434,-73.9742,B02512
07-01-2014 07:13,40.743,-73.9794,B02512
07-01-2014 07:13,40.7259,-74.0083,B02512
07-01-2014 07:17,40.7266,-73.9833,B02512
07-01-2014 07:18,40.7502,-73.9738,B02512
07-01-2014 07:19,40.6471,-73.7887,B02512
07-01-2014 07:20,40.7531,-73.9749,B02512
07-01-2014 07:24,40.7715,-73.9486,B02512
07-01-2014 07:24,40.7204,-73.9945,B02512
07-01-2014 07:26,40.7777,-73.9885,B02512
07-01-2014 07:27,40.7024,-74.0127,B02512
07-01-2014 07:27,40.717,-74.0119,B02512
07-01-2014 07:28,40.7897,-73.9793,B02512
07-01-2014 07:30,40.7369,-73.9888,B02512
07-01-2014 07:33,40.7844,-73.9553,B02512
07-01-2014 07:33,40.6814,-74.0082,B02512
07-01-2014 07:33,40.8527,-74.012,B02512
07-01-2014 07:34,40.7438,-73.9888,B02512
07-01-2014 07:34,40.7181,-73.9894,B02512
07-01-2014 07:34,40.7673,-73.9862,B02512
